order_id,order_date,customer_id,product_id,product_name,quantity,unit_price
ORD-00256,2025-03-18,C0123,P006,Худи oversize,2,76.18
ORD-00256,2025-03-18,C0123,P006,Худи oversize,4,19.75
ORD-00409,2025-03-18,C0079,P006,Худи oversize,3,30.96
ORD-00409,2025-03-18,C0079,P002,Джинсы slim,2,50.6
ORD-00629,2025-03-18,C0024,P008,Носки набор,4,84.95
ORD-00789,2025-03-18,C0185,P006,Худи oversize,5,46.11
ORD-00789,2025-03-18,C0185,P007,Шорты спорт,2,62.87
ORD-00270,2025-03-19,C0038,P004,Рюкзак городской,1,118.83
ORD-00234,2025-03-20,C0070,P004,Рюкзак городской,1,77.08
ORD-00388,2025-03-20,C0080,P009,Куртка ветровка,2,77.01
ORD-00388,2025-03-20,C0080,P003,Кроссовки run,5,22.36
ORD-00388,2025-03-20,C0080,P010,Сумка через плечо,5,108.79
ORD-00497,2025-03-20,C0130,P004,Рюкзак городской,2,15.82
ORD-00497,2025-03-20,C0130,P006,Худи oversize,3,112.16
ORD-00497,2025-03-20,C0130,P002,Джинсы slim,3,111.11
ORD-00497,2025-03-20,C0130,P008,Носки набор,5,79.68
ORD-00770,2025-03-20,C0065,P004,Рюкзак городской,2,92.14
ORD-00770,2025-03-20,C0065,P009,Куртка ветровка,4,95.57
ORD-00770,2025-03-20,C0065,P003,Кроссовки run,2,77.57
ORD-00201,2025-03-21,C0039,P002,Джинсы slim,4,72.77
ORD-00201,2025-03-21,C0039,P009,Куртка ветровка,3,52.0
ORD-00201,2025-03-21,C0039,P004,Рюкзак городской,3,77.81
ORD-00201,2025-03-21,C0039,P005,Кепка логотип,2,112.27
ORD-00683,2025-03-21,C0095,P009,Куртка ветровка,3,39.87
ORD-00264,2025-03-22,C0065,P007,Шорты спорт,3,11.35
ORD-00264,2025-03-22,C0065,P005,Кепка логотип,2,104.49
ORD-00264,2025-03-22,C0065,P008,Носки набор,1,50.59
ORD-00762,2025-03-22,C0065,P009,Куртка ветровка,2,22.22
ORD-00762,2025-03-22,C0065,P010,Сумка через плечо,3,74.31
ORD-00143,2025-03-23,C0111,P001,Футболка базовая,5,75.93
ORD-00143,2025-03-23,C0111,P009,Куртка ветровка,3,24.01
ORD-00438,2025-03-23,C0110,P003,Кроссовки run,5,83.64
ORD-00438,2025-03-23,C0110,P004,Рюкзак городской,4,79.73
ORD-00740,2025-03-24,C0074,P006,Худи oversize,1,9.19
ORD-00740,2025-03-24,C0074,P006,Худи oversize,3,75.97
ORD-00786,2025-03-25,C0194,P007,Шорты спорт,5,30.94
ORD-00263,2025-03-27,C0122,P007,Шорты спорт,5,7.81
ORD-00263,2025-03-27,C0122,P009,Куртка ветровка,3,86.87
ORD-00009,2025-03-29,C0137,P002,Джинсы slim,5,5.85
ORD-00009,2025-03-29,C0137,P002,Джинсы slim,4,81.46
ORD-00009,2025-03-29,C0137,P008,Носки набор,3,94.78
ORD-00032,2025-03-29,C0014,P009,Куртка ветровка,1,25.62
ORD-00032,2025-03-29,C0014,P004,Рюкзак городской,3,105.57
ORD-00032,2025-03-29,C0014,P001,Футболка базовая,1,40.69
ORD-00032,2025-03-29,C0014,P010,Сумка через плечо,4,116.76
ORD-00231,2025-03-29,C0046,P007,Шорты спорт,4,117.86
ORD-00231,2025-03-29,C0046,P001,Футболка базовая,1,108.13
ORD-00231,2025-03-29,C0046,P005,Кепка логотип,2,11.94
ORD-00328,2025-03-29,C0165,P004,Рюкзак городской,2,27.19
ORD-00691,2025-03-29,C0046,P006,Худи oversize,2,26.48
ORD-00691,2025-03-29,C0046,P004,Рюкзак городской,3,32.24
ORD-00503,2025-03-30,C0057,P004,Рюкзак городской,4,108.3
ORD-00700,2025-03-30,C0124,P004,Рюкзак городской,4,17.89
ORD-00700,2025-03-30,C0124,P008,Носки набор,2,66.37
ORD-00274,2025-03-31,C0138,P010,Сумка через плечо,4,103.49
ORD-00274,2025-03-31,C0138,P009,Куртка ветровка,1,92.98
ORD-00440,2025-03-31,C0075,P009,Куртка ветровка,2,12.38
ORD-00440,2025-03-31,C0075,P001,Футболка базовая,4,48.29
ORD-00440,2025-03-31,C0075,P007,Шорты спорт,2,54.6
ORD-00454,2025-03-31,C0032,P009,Куртка ветровка,2,98.71
ORD-00454,2025-03-31,C0032,P010,Сумка через плечо,1,37.61
ORD-00454,2025-03-31,C0032,P008,Носки набор,3,42.31
ORD-00454,2025-03-31,C0032,P006,Худи oversize,4,115.13
ORD-00551,2025-03-31,C0171,P009,Куртка ветровка,4,44.56
ORD-00551,2025-03-31,C0171,P006,Худи oversize,1,38.63
ORD-00736,2025-03-31,C0088,P005,Кепка логотип,3,27.29
ORD-00736,2025-03-31,C0088,P009,Куртка ветровка,2,72.89
ORD-00736,2025-03-31,C0088,P001,Футболка базовая,3,22.09
ORD-00736,2025-03-31,C0088,P005,Кепка логотип,3,67.45
ORD-00295,2025-04-01,C0123,P008,Носки набор,3,86.85
ORD-00295,2025-04-01,C0123,P009,Куртка ветровка,1,59.63
ORD-00295,2025-04-01,C0123,P002,Джинсы slim,4,33.24
ORD-00648,2025-04-01,C0198,P004,Рюкзак городской,3,57.85
ORD-00648,2025-04-01,C0198,P009,Куртка ветровка,5,86.29
ORD-00444,2025-04-02,C0177,P002,Джинсы slim,2,51.15
ORD-00582,2025-04-02,C0153,P006,Худи oversize,2,14.76
ORD-00582,2025-04-02,C0153,P008,Носки набор,3,56.83
ORD-00690,2025-04-04,C0192,P010,Сумка через плечо,1,5.26
ORD-00690,2025-04-04,C0192,P007,Шорты спорт,3,40.07
ORD-00690,2025-04-04,C0192,P007,Шорты спорт,1,75.56
ORD-00118,2025-04-06,C0120,P010,Сумка через плечо,3,83.57
ORD-00133,2025-04-07,C0036,P002,Джинсы slim,5,109.95
ORD-00133,2025-04-07,C0036,P009,Куртка ветровка,2,59.03
ORD-00133,2025-04-07,C0036,P003,Кроссовки run,5,106.01
ORD-00248,2025-04-07,C0198,P007,Шорты спорт,2,94.22
ORD-00248,2025-04-07,C0198,P007,Шорты спорт,4,48.51
ORD-00349,2025-04-07,C0194,P006,Худи oversize,1,96.27
ORD-00349,2025-04-07,C0194,P010,Сумка через плечо,2,54.35
ORD-00381,2025-04-07,C0074,P001,Футболка базовая,4,27.2
ORD-00381,2025-04-07,C0074,P002,Джинсы slim,1,113.58
ORD-00537,2025-04-07,C0066,P009,Куртка ветровка,1,69.31
ORD-00537,2025-04-07,C0066,P007,Шорты спорт,4,9.04
ORD-00537,2025-04-07,C0066,P001,Футболка базовая,1,94.96
ORD-00537,2025-04-07,C0066,P010,Сумка через плечо,2,108.76
ORD-00024,2025-04-08,C0110,P009,Куртка ветровка,3,7.49
ORD-00024,2025-04-08,C0110,P004,Рюкзак городской,5,108.06
ORD-00024,2025-04-08,C0110,P006,Худи oversize,1,68.71
ORD-00181,2025-04-08,C0029,P009,Куртка ветровка,5,22.66
ORD-00181,2025-04-08,C0029,P001,Футболка базовая,2,12.76
ORD-00181,2025-04-08,C0029,P006,Худи oversize,3,5.06
ORD-00336,2025-04-09,C0184,P008,Носки набор,2,62.79
ORD-00336,2025-04-09,C0184,P001,Футболка базовая,3,34.6
ORD-00472,2025-04-09,C0161,P002,Джинсы slim,2,106.52
ORD-00472,2025-04-09,C0161,P004,Рюкзак городской,2,56.29
ORD-00506,2025-04-09,C0135,P003,Кроссовки run,5,16.67
ORD-00594,2025-04-09,C0161,P007,Шорты спорт,4,59.73
ORD-00594,2025-04-09,C0161,P005,Кепка логотип,4,52.58
ORD-00594,2025-04-09,C0161,P006,Худи oversize,3,38.39
ORD-00594,2025-04-09,C0161,P001,Футболка базовая,3,83.84
ORD-00236,2025-04-10,C0020,P009,Куртка ветровка,1,27.73
ORD-00236,2025-04-10,C0020,P004,Рюкзак городской,2,65.88
ORD-00236,2025-04-10,C0020,P002,Джинсы slim,5,92.46
ORD-00236,2025-04-10,C0020,P002,Джинсы slim,4,25.15
ORD-00413,2025-04-10,C0031,P006,Худи oversize,4,90.0
ORD-00744,2025-04-10,C0018,P008,Носки набор,2,86.58
ORD-00744,2025-04-10,C0018,P001,Футболка базовая,4,50.69
ORD-00744,2025-04-10,C0018,P007,Шорты спорт,1,56.36
ORD-00525,2025-04-11,C0118,P006,Худи oversize,1,42.99
ORD-00525,2025-04-11,C0118,P004,Рюкзак городской,3,79.45
ORD-00525,2025-04-11,C0118,P007,Шорты спорт,2,55.72
ORD-00525,2025-04-11,C0118,P002,Джинсы slim,1,9.18
ORD-00661,2025-04-11,C0069,P002,Джинсы slim,1,66.04
ORD-00661,2025-04-11,C0069,P002,Джинсы slim,1,13.12
ORD-00788,2025-04-11,C0141,P010,Сумка через плечо,4,11.38
ORD-00788,2025-04-11,C0141,P006,Худи oversize,1,23.54
ORD-00788,2025-04-11,C0141,P010,Сумка через плечо,2,21.67
ORD-00790,2025-04-11,C0076,P005,Кепка логотип,2,57.07
ORD-00790,2025-04-11,C0076,P010,Сумка через плечо,3,118.2
ORD-00630,2025-04-13,C0164,P009,Куртка ветровка,1,50.18
ORD-00630,2025-04-13,C0164,P005,Кепка логотип,4,53.26
ORD-00630,2025-04-13,C0164,P010,Сумка через плечо,1,8.34
ORD-00630,2025-04-13,C0164,P009,Куртка ветровка,3,79.66
ORD-00110,2025-04-14,C0051,P006,Худи oversize,4,55.41
ORD-00110,2025-04-14,C0051,P009,Куртка ветровка,3,119.39
ORD-00110,2025-04-14,C0051,P006,Худи oversize,4,98.68
ORD-00110,2025-04-14,C0051,P007,Шорты спорт,5,95.57
ORD-00721,2025-04-14,C0044,P010,Сумка через плечо,4,108.45
ORD-00721,2025-04-14,C0044,P007,Шорты спорт,3,76.63
ORD-00721,2025-04-14,C0044,P002,Джинсы slim,2,43.06
ORD-00175,2025-04-15,C0039,P002,Джинсы slim,1,76.26
ORD-00175,2025-04-15,C0039,P005,Кепка логотип,5,117.79
ORD-00175,2025-04-15,C0039,P010,Сумка через плечо,4,20.87
ORD-00175,2025-04-15,C0039,P001,Футболка базовая,3,36.12
ORD-00414,2025-04-15,C0073,P008,Носки набор,4,34.34
ORD-00621,2025-04-15,C0053,P002,Джинсы slim,1,9.95
ORD-00621,2025-04-15,C0053,P010,Сумка через плечо,3,68.05
ORD-00621,2025-04-15,C0053,P006,Худи oversize,4,57.07
ORD-00621,2025-04-15,C0053,P003,Кроссовки run,5,87.95
ORD-00496,2025-04-16,C0122,P003,Кроссовки run,3,85.49
ORD-00203,2025-04-17,C0132,P006,Худи oversize,2,44.76
ORD-00203,2025-04-17,C0132,P004,Рюкзак городской,1,15.88
ORD-00341,2025-04-18,C0052,P007,Шорты спорт,2,112.76
ORD-00553,2025-04-18,C0195,P009,Куртка ветровка,4,60.53
ORD-00553,2025-04-18,C0195,P009,Куртка ветровка,3,40.28
ORD-00633,2025-04-19,C0108,P007,Шорты спорт,1,25.49
ORD-00221,2025-04-20,C0110,P006,Худи oversize,5,116.76
ORD-00221,2025-04-20,C0110,P009,Куртка ветровка,3,60.54
ORD-00649,2025-04-20,C0200,P003,Кроссовки run,4,68.89
ORD-00649,2025-04-20,C0200,P008,Носки набор,2,118.37
ORD-00798,2025-04-20,C0132,P004,Рюкзак городской,3,105.57
ORD-00299,2025-04-21,C0185,P010,Сумка через плечо,3,92.75
ORD-00299,2025-04-21,C0185,P001,Футболка базовая,4,109.18
ORD-00299,2025-04-21,C0185,P010,Сумка через плечо,2,68.29
ORD-00322,2025-04-21,C0081,P006,Худи oversize,2,83.2
ORD-00322,2025-04-21,C0081,P005,Кепка логотип,1,82.6
ORD-00475,2025-04-21,C0157,P008,Носки набор,3,28.6
ORD-00475,2025-04-21,C0157,P004,Рюкзак городской,3,67.88
ORD-00475,2025-04-21,C0157,P005,Кепка логотип,4,105.6
ORD-00475,2025-04-21,C0157,P010,Сумка через плечо,1,102.78
ORD-00714,2025-04-21,C0166,P008,Носки набор,2,102.6
ORD-00171,2025-04-22,C0052,P006,Худи oversize,2,30.17
ORD-00171,2025-04-22,C0052,P005,Кепка логотип,4,103.97
ORD-00366,2025-04-22,C0173,P001,Футболка базовая,1,105.29
ORD-00366,2025-04-22,C0173,P003,Кроссовки run,4,20.39
ORD-00543,2025-04-22,C0150,P003,Кроссовки run,4,72.65
ORD-00543,2025-04-22,C0150,P005,Кепка логотип,5,103.44
ORD-00543,2025-04-22,C0150,P001,Футболка базовая,3,19.85
ORD-00543,2025-04-22,C0150,P007,Шорты спорт,3,87.46
ORD-00094,2025-04-23,C0114,P005,Кепка логотип,2,85.85
ORD-00307,2025-04-24,C0015,P005,Кепка логотип,4,37.79
ORD-00307,2025-04-24,C0015,P008,Носки набор,3,102.26
ORD-00441,2025-04-24,C0164,P004,Рюкзак городской,3,113.05
ORD-00441,2025-04-24,C0164,P008,Носки набор,3,54.64
ORD-00060,2025-04-25,C0193,P001,Футболка базовая,5,55.36
ORD-00466,2025-04-25,C0078,P009,Куртка ветровка,5,74.28
ORD-00466,2025-04-25,C0078,P007,Шорты спорт,2,95.84
ORD-00637,2025-04-25,C0182,P001,Футболка базовая,5,88.71
ORD-00637,2025-04-25,C0182,P008,Носки набор,3,64.64
ORD-00637,2025-04-25,C0182,P010,Сумка через плечо,2,100.19
ORD-00680,2025-04-25,C0126,P008,Носки набор,2,67.31
ORD-00680,2025-04-25,C0126,P010,Сумка через плечо,4,117.56
ORD-00680,2025-04-25,C0126,P010,Сумка через плечо,4,18.59
ORD-00025,2025-04-26,C0022,P007,Шорты спорт,1,80.83
ORD-00025,2025-04-26,C0022,P003,Кроссовки run,4,93.39
ORD-00025,2025-04-26,C0022,P008,Носки набор,2,110.34
ORD-00093,2025-04-26,C0039,P001,Футболка базовая,4,56.54
ORD-00093,2025-04-26,C0039,P010,Сумка через плечо,3,73.82
ORD-00387,2025-04-26,C0168,P002,Джинсы slim,1,68.09
ORD-00387,2025-04-26,C0168,P003,Кроссовки run,5,23.77
ORD-00463,2025-04-26,C0178,P008,Носки набор,3,37.04
ORD-00463,2025-04-26,C0178,P007,Шорты спорт,5,114.04
ORD-00647,2025-04-26,C0080,P007,Шорты спорт,1,7.23
ORD-00738,2025-04-26,C0025,P007,Шорты спорт,2,109.57
ORD-00738,2025-04-26,C0025,P004,Рюкзак городской,4,83.41
ORD-00179,2025-04-27,C0064,P005,Кепка логотип,1,10.91
ORD-00179,2025-04-27,C0064,P005,Кепка логотип,2,45.63
ORD-00504,2025-04-28,C0190,P008,Носки набор,5,39.49
ORD-00504,2025-04-28,C0190,P002,Джинсы slim,1,68.97
ORD-00504,2025-04-28,C0190,P003,Кроссовки run,2,97.22
ORD-00515,2025-04-28,C0015,P010,Сумка через плечо,5,67.8
ORD-00636,2025-04-28,C0030,P004,Рюкзак городской,4,109.1
ORD-00636,2025-04-28,C0030,P005,Кепка логотип,2,80.76
ORD-00636,2025-04-28,C0030,P005,Кепка логотип,3,40.17
ORD-00638,2025-04-28,C0179,P007,Шорты спорт,3,93.3
ORD-00638,2025-04-28,C0179,P004,Рюкзак городской,2,72.79
ORD-00638,2025-04-28,C0179,P004,Рюкзак городской,5,41.57
ORD-00638,2025-04-28,C0179,P006,Худи oversize,3,114.37
ORD-00611,2025-04-29,C0122,P002,Джинсы slim,2,29.12
ORD-00611,2025-04-29,C0122,P009,Куртка ветровка,4,105.71
ORD-00611,2025-04-29,C0122,P001,Футболка базовая,5,53.92
ORD-00611,2025-04-29,C0122,P003,Кроссовки run,2,113.6
ORD-00517,2025-04-30,C0003,P005,Кепка логотип,4,97.16
ORD-00517,2025-04-30,C0003,P008,Носки набор,3,102.39
ORD-00517,2025-04-30,C0003,P007,Шорты спорт,5,102.61
ORD-00517,2025-04-30,C0003,P005,Кепка логотип,5,30.65
ORD-00783,2025-04-30,C0122,P005,Кепка логотип,3,73.08
ORD-00783,2025-04-30,C0122,P004,Рюкзак городской,3,5.86
ORD-00783,2025-04-30,C0122,P001,Футболка базовая,5,10.34
ORD-00783,2025-04-30,C0122,P009,Куртка ветровка,4,75.72
ORD-00434,2025-05-01,C0160,P010,Сумка через плечо,1,10.17
ORD-00445,2025-05-01,C0106,P001,Футболка базовая,1,15.76
ORD-00445,2025-05-01,C0106,P002,Джинсы slim,2,42.84
ORD-00445,2025-05-01,C0106,P006,Худи oversize,3,30.51
ORD-00451,2025-05-01,C0031,P003,Кроссовки run,2,8.96
ORD-00451,2025-05-01,C0031,P009,Куртка ветровка,2,119.93
ORD-00451,2025-05-01,C0031,P008,Носки набор,3,23.52
ORD-00451,2025-05-01,C0031,P001,Футболка базовая,1,11.9
ORD-00500,2025-05-01,C0108,P001,Футболка базовая,4,84.99
ORD-00500,2025-05-01,C0108,P002,Джинсы slim,1,97.9
ORD-00500,2025-05-01,C0108,P010,Сумка через плечо,4,27.41
ORD-00500,2025-05-01,C0108,P003,Кроссовки run,4,60.6
ORD-00718,2025-05-01,C0091,P004,Рюкзак городской,5,118.46
ORD-00718,2025-05-01,C0091,P004,Рюкзак городской,4,85.49
ORD-00718,2025-05-01,C0091,P008,Носки набор,2,103.57
ORD-00119,2025-05-02,C0046,P004,Рюкзак городской,2,10.59
ORD-00119,2025-05-02,C0046,P010,Сумка через плечо,3,86.83
ORD-00119,2025-05-02,C0046,P005,Кепка логотип,1,10.45
ORD-00571,2025-05-02,C0026,P004,Рюкзак городской,1,46.39
ORD-00571,2025-05-02,C0026,P006,Худи oversize,5,39.07
ORD-00571,2025-05-02,C0026,P007,Шорты спорт,1,95.93
ORD-00571,2025-05-02,C0026,P004,Рюкзак городской,4,42.03
ORD-00308,2025-05-03,C0147,P004,Рюкзак городской,5,56.33
ORD-00308,2025-05-03,C0147,P009,Куртка ветровка,5,79.84
ORD-00308,2025-05-03,C0147,P002,Джинсы slim,1,106.79
ORD-00313,2025-05-03,C0092,P004,Рюкзак городской,4,48.45
ORD-00313,2025-05-03,C0092,P009,Куртка ветровка,5,73.25
ORD-00051,2025-05-04,C0074,P004,Рюкзак городской,4,48.64
ORD-00051,2025-05-04,C0074,P004,Рюкзак городской,1,39.14
ORD-00051,2025-05-04,C0074,P007,Шорты спорт,4,110.38
ORD-00613,2025-05-04,C0064,P002,Джинсы slim,1,36.49
ORD-00613,2025-05-04,C0064,P007,Шорты спорт,5,15.39
ORD-00613,2025-05-04,C0064,P004,Рюкзак городской,3,23.19
ORD-00092,2025-05-05,C0170,P006,Худи oversize,1,50.83
ORD-00092,2025-05-05,C0170,P010,Сумка через плечо,5,77.55
ORD-00092,2025-05-05,C0170,P004,Рюкзак городской,1,43.97
ORD-00154,2025-05-05,C0187,P001,Футболка базовая,4,76.61
ORD-00154,2025-05-05,C0187,P001,Футболка базовая,4,96.27
ORD-00183,2025-05-05,C0034,P002,Джинсы slim,1,99.66
ORD-00267,2025-05-05,C0192,P008,Носки набор,1,90.56
ORD-00267,2025-05-05,C0192,P007,Шорты спорт,5,59.76
ORD-00105,2025-05-06,C0027,P004,Рюкзак городской,1,28.23
ORD-00239,2025-05-06,C0079,P003,Кроссовки run,5,41.09
ORD-00239,2025-05-06,C0079,P008,Носки набор,1,20.05
ORD-00239,2025-05-06,C0079,P003,Кроссовки run,1,39.84
ORD-00509,2025-05-06,C0191,P002,Джинсы slim,5,73.4
ORD-00509,2025-05-06,C0191,P010,Сумка через плечо,1,86.64
ORD-00732,2025-05-07,C0057,P005,Кепка логотип,5,88.79
ORD-00732,2025-05-07,C0057,P001,Футболка базовая,3,33.12
ORD-00761,2025-05-08,C0087,P003,Кроссовки run,3,72.21
ORD-00761,2025-05-08,C0087,P007,Шорты спорт,4,68.76
ORD-00761,2025-05-08,C0087,P006,Худи oversize,4,83.25
ORD-00294,2025-05-09,C0072,P004,Рюкзак городской,3,79.06
ORD-00331,2025-05-09,C0186,P006,Худи oversize,4,41.18
ORD-00338,2025-05-09,C0111,P005,Кепка логотип,5,34.52
ORD-00338,2025-05-09,C0111,P007,Шорты спорт,5,95.24
ORD-00563,2025-05-09,C0032,P004,Рюкзак городской,2,76.51
ORD-00563,2025-05-09,C0032,P010,Сумка через плечо,2,56.86
ORD-00563,2025-05-09,C0032,P003,Кроссовки run,1,81.87
ORD-00563,2025-05-09,C0032,P009,Куртка ветровка,2,106.79
ORD-00763,2025-05-10,C0069,P009,Куртка ветровка,1,17.54
ORD-00763,2025-05-10,C0069,P009,Куртка ветровка,1,50.29
ORD-00763,2025-05-10,C0069,P007,Шорты спорт,4,30.88
ORD-00524,2025-05-11,C0187,P006,Худи oversize,4,81.7
ORD-00524,2025-05-11,C0187,P009,Куртка ветровка,2,44.81
ORD-00005,2025-05-13,C0094,P001,Футболка базовая,3,83.55
ORD-00005,2025-05-13,C0094,P002,Джинсы slim,5,116.26
ORD-00017,2025-05-14,C0182,P007,Шорты спорт,3,116.46
ORD-00017,2025-05-14,C0182,P003,Кроссовки run,2,87.44
ORD-00090,2025-05-14,C0177,P010,Сумка через плечо,5,60.5
ORD-00090,2025-05-14,C0177,P006,Худи oversize,4,102.98
ORD-00091,2025-05-16,C0101,P010,Сумка через плечо,2,102.78
ORD-00091,2025-05-16,C0101,P006,Худи oversize,2,62.36
ORD-00312,2025-05-17,C0152,P005,Кепка логотип,1,33.55
ORD-00323,2025-05-17,C0053,P004,Рюкзак городской,3,87.43
ORD-00323,2025-05-17,C0053,P004,Рюкзак городской,3,46.55
ORD-00323,2025-05-17,C0053,P005,Кепка логотип,1,70.77
ORD-00337,2025-05-17,C0101,P002,Джинсы slim,4,70.07
ORD-00382,2025-05-17,C0077,P010,Сумка через плечо,2,17.16
ORD-00382,2025-05-17,C0077,P003,Кроссовки run,2,98.81
ORD-00382,2025-05-17,C0077,P009,Куртка ветровка,2,93.84
ORD-00392,2025-05-17,C0089,P007,Шорты спорт,2,38.81
ORD-00606,2025-05-17,C0020,P005,Кепка логотип,5,67.91
ORD-00606,2025-05-17,C0020,P007,Шорты спорт,5,63.8
ORD-00606,2025-05-17,C0020,P001,Футболка базовая,3,104.52
ORD-00606,2025-05-17,C0020,P003,Кроссовки run,2,50.53
ORD-00073,2025-05-18,C0197,P005,Кепка логотип,3,78.19
ORD-00073,2025-05-18,C0197,P008,Носки набор,5,21.69
ORD-00073,2025-05-18,C0197,P006,Худи oversize,2,39.65
ORD-00467,2025-05-18,C0013,P003,Кроссовки run,2,118.32
ORD-00467,2025-05-18,C0013,P003,Кроссовки run,1,76.05
ORD-00673,2025-05-18,C0169,P010,Сумка через плечо,5,113.07
ORD-00031,2025-05-19,C0053,P010,Сумка через плечо,5,19.12
ORD-00204,2025-05-19,C0062,P006,Худи oversize,4,49.75
ORD-00228,2025-05-19,C0025,P005,Кепка логотип,1,41.88
ORD-00228,2025-05-19,C0025,P002,Джинсы slim,4,82.38
ORD-00228,2025-05-19,C0025,P002,Джинсы slim,3,31.29
ORD-00304,2025-05-19,C0158,P006,Худи oversize,4,111.57
ORD-00450,2025-05-19,C0060,P006,Худи oversize,1,111.13
ORD-00450,2025-05-19,C0060,P004,Рюкзак городской,3,86.01
ORD-00450,2025-05-19,C0060,P009,Куртка ветровка,1,66.34
ORD-00450,2025-05-19,C0060,P002,Джинсы slim,4,57.47
ORD-00125,2025-05-20,C0004,P002,Джинсы slim,4,86.43
ORD-00125,2025-05-20,C0004,P008,Носки набор,2,41.47
ORD-00125,2025-05-20,C0004,P008,Носки набор,1,73.29
ORD-00416,2025-05-20,C0048,P005,Кепка логотип,5,24.07
ORD-00416,2025-05-20,C0048,P009,Куртка ветровка,5,8.7
ORD-00416,2025-05-20,C0048,P010,Сумка через плечо,2,105.13
ORD-00416,2025-05-20,C0048,P009,Куртка ветровка,4,66.27
ORD-00358,2025-05-21,C0153,P002,Джинсы slim,2,25.07
ORD-00358,2025-05-21,C0153,P002,Джинсы slim,4,62.07
ORD-00681,2025-05-21,C0096,P006,Худи oversize,3,54.68
ORD-00681,2025-05-21,C0096,P002,Джинсы slim,1,18.67
ORD-00681,2025-05-21,C0096,P003,Кроссовки run,3,24.05
ORD-00681,2025-05-21,C0096,P006,Худи oversize,5,24.52
ORD-00642,2025-05-23,C0160,P001,Футболка базовая,2,59.56
ORD-00669,2025-05-23,C0111,P004,Рюкзак городской,4,77.16
ORD-00261,2025-05-24,C0071,P007,Шорты спорт,4,118.46
ORD-00261,2025-05-24,C0071,P005,Кепка логотип,2,52.42
ORD-00283,2025-05-25,C0129,P005,Кепка логотип,2,31.53
ORD-00283,2025-05-25,C0129,P008,Носки набор,2,62.52
ORD-00672,2025-05-25,C0182,P001,Футболка базовая,4,11.78
ORD-00672,2025-05-25,C0182,P009,Куртка ветровка,2,68.36
ORD-00672,2025-05-25,C0182,P004,Рюкзак городской,1,90.27
ORD-00741,2025-05-25,C0174,P002,Джинсы slim,5,65.93
ORD-00741,2025-05-25,C0174,P002,Джинсы slim,1,60.49
ORD-00741,2025-05-25,C0174,P004,Рюкзак городской,5,67.66
ORD-00741,2025-05-25,C0174,P010,Сумка через плечо,3,118.79
ORD-00379,2025-05-26,C0119,P003,Кроссовки run,1,100.16
ORD-00465,2025-05-26,C0079,P008,Носки набор,3,70.63
ORD-00465,2025-05-26,C0079,P005,Кепка логотип,1,21.25
ORD-00704,2025-05-26,C0173,P004,Рюкзак городской,4,41.96
ORD-00152,2025-05-27,C0133,P009,Куртка ветровка,5,99.11
ORD-00104,2025-05-29,C0024,P002,Джинсы slim,5,85.6
ORD-00104,2025-05-29,C0024,P008,Носки набор,3,50.12
ORD-00104,2025-05-29,C0024,P005,Кепка логотип,5,62.15
ORD-00768,2025-05-29,C0132,P008,Носки набор,2,106.17
ORD-00138,2025-05-30,C0116,P006,Худи oversize,3,27.63
ORD-00138,2025-05-30,C0116,P004,Рюкзак городской,2,50.32
ORD-00138,2025-05-30,C0116,P008,Носки набор,1,23.73
ORD-00138,2025-05-30,C0116,P004,Рюкзак городской,4,44.04
ORD-00667,2025-05-30,C0081,P005,Кепка логотип,1,66.3
ORD-00124,2025-06-01,C0165,P009,Куртка ветровка,1,44.85
ORD-00265,2025-06-01,C0190,P001,Футболка базовая,2,34.63
ORD-00265,2025-06-01,C0190,P008,Носки набор,3,90.8
ORD-00265,2025-06-01,C0190,P009,Куртка ветровка,4,29.83
ORD-00265,2025-06-01,C0190,P009,Куртка ветровка,3,94.62
ORD-00742,2025-06-01,C0082,P010,Сумка через плечо,5,62.69
ORD-00603,2025-06-03,C0051,P002,Джинсы slim,5,64.32
ORD-00603,2025-06-03,C0051,P007,Шорты спорт,4,111.33
ORD-00603,2025-06-03,C0051,P006,Худи oversize,5,40.77
ORD-00083,2025-06-04,C0063,P007,Шорты спорт,1,49.6
ORD-00083,2025-06-04,C0063,P008,Носки набор,5,6.23
ORD-00083,2025-06-04,C0063,P007,Шорты спорт,4,65.39
ORD-00083,2025-06-04,C0063,P003,Кроссовки run,3,24.08
ORD-00419,2025-06-04,C0112,P006,Худи oversize,5,45.86
ORD-00419,2025-06-04,C0112,P009,Куртка ветровка,4,24.31
ORD-00419,2025-06-04,C0112,P005,Кепка логотип,2,95.24
ORD-00623,2025-06-04,C0181,P008,Носки набор,2,79.98
ORD-00623,2025-06-04,C0181,P010,Сумка через плечо,4,60.2
ORD-00623,2025-06-04,C0181,P007,Шорты спорт,4,63.75
ORD-00482,2025-06-05,C0108,P007,Шорты спорт,1,87.96
ORD-00643,2025-06-05,C0052,P001,Футболка базовая,1,55.04
ORD-00733,2025-06-05,C0146,P009,Куртка ветровка,3,81.89
ORD-00733,2025-06-05,C0146,P004,Рюкзак городской,3,60.03
ORD-00733,2025-06-05,C0146,P005,Кепка логотип,2,94.21
ORD-00733,2025-06-05,C0146,P006,Худи oversize,3,56.1
ORD-00756,2025-06-05,C0139,P003,Кроссовки run,2,39.67
ORD-00756,2025-06-05,C0139,P006,Худи oversize,1,80.43
